mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method,mention_count,context_len,gold_label,sent_pos,sent_neg
470,52441,24,rolex,like i wont bust you in the face with this spades life is a card game and im playing spades gambling with yall change fucking basketball wives while you at away games really fucking basketball wives aint gotta say names whole body tatted like a new york city freight train niggas get to barking put a bullet in the great dane try me end up like why me team full of animals like i coach the heat four floor mansion close to the beach six car garage thats how im supposed to eat in miami rolling up kush on boat decks flagging down the waitress waving my rolex,1238,1243,negative,nlp_regex_ner,1,558,1,0,1
471,52441,26,coach,like i wont bust you in the face with this spades life is a card game and im playing spades gambling with yall change fucking basketball wives while you at away games really fucking basketball wives aint gotta say names whole body tatted like a new york city freight train niggas get to barking put a bullet in the great dane try me end up like why me team full of animals like i coach the heat four floor mansion close to the beach six car garage thats how im supposed to eat in miami rolling up kush on boat decks flagging down the waitress waving my rolex,1065,1070,negative,nlp_regex_ner,1,558,1,0,1
472,52580,2,louis vuitton,i keep my girl louis vuitton with some goyard that aint real audermar thats an autofraud almost bought one they told me 60 thou,746,759,negative,nlp_regex_ner,1,127,1,0,1
473,52586,50,fossil,i aint lying hard to find like a fossil ill be outta here king shit like cairo asian nigga kick you in the face,650,656,negative,nlp_regex_ner,1,111,1,0,1
474,52586,58,marc jacobs,make it rain til the roof cave in 85 laker high rise purple lasers marc jacobs famous like the mona lisa,1509,1520,positive,nlp_regex_ner,1,104,2,1,0
475,52588,2,louis v,i dont need you rating me sold out shows way before this shit was bet knocking at my front door bitches trying to peek and see last kings ymcmb you know the team just counted fifty thou in my waldorf suite man this lifes too fucking easy ferrari red all over call it santa bleeding pipe dreaming put the reality key in all we do is win every day and fucking weekend me and my bitch riding around bumping the weeknd you dont wanna feature me imma eat your beat then spit it back out its nasty she dont wanna swallow kids but she loves gagging highfashion ass models and beauty pageants young aladdin versace carpet i need a jasmine tour bus riding got a show up in dallas ttyga maverick louis v print fabric man i swear these niggas moving backwards im moving faster tell the niggas put original in all my captions,1124,1131,negative,nlp_regex_ner,1,813,1,0,1
476,52588,10,versace,i dont need you rating me sold out shows way before this shit was bet knocking at my front door bitches trying to peek and see last kings ymcmb you know the team just counted fifty thou in my waldorf suite man this lifes too fucking easy ferrari red all over call it santa bleeding pipe dreaming put the reality key in all we do is win every day and fucking weekend me and my bitch riding around bumping the weeknd you dont wanna feature me imma eat your beat then spit it back out its nasty she dont wanna swallow kids but she loves gagging highfashion ass models and beauty pageants young aladdin versace carpet i need a jasmine tour bus riding got a show up in dallas ttyga maverick louis v print fabric man i swear these niggas moving backwards im moving faster tell the niggas put original in all my captions,1037,1044,negative,nlp_regex_ner,1,813,1,0,1
477,52588,48,balmain,remix of im on one is de rigeur for all mixtapes released in 2011 all these niggas stealing swag ive been getting tats since i was fourteen tell my bitch throw it in the bag twentytwo for the balmain jeans im smoking these niggas they needing nicotine rat race first place famous like a kennedy all my diamonds lemonade hearts stay below degrees too many bitches marry them all polygamy make a waterfall yosemite highest underrated nigga,192,199,negative,nlp_regex_ner,1,437,1,0,1
478,52681,3,gucci,im a g from on top of sheets gucci mane a beast dont be scared i just come prepared when you fuckin me half a mil laying on the floor why youre life a bore im a whore in the gucci store make them more baby im on tour make her open doors do a chore as i smoke some more make her love me more im a star twisting up cigars pistols in my car smack your head like a lead wanna go to war one shot,29,34,negative,nlp_regex_ner,2,390,1,0,1
479,52755,2,louis,yeah they hating baby they wanna trade places i call her sexy lady she call me gucci baby she got a fendi fetish she got a shopping problem that girls a shopaholic she only mess with ballers she got a gucci fetish she got a louis problem she got a shopping problem that girls a shopaholic she got a fendi fetish she got a shopping problem that girls a shopaholic she only mess with ballers she got a gucci fetish she got a louis problem she got a shopping problem that girls a shopaholic,939,944,negative,nlp_regex_ner,2,487,1,0,1
480,52755,3,gucci,while shopaholic was originally released on gucci manes mixtape wilt chamberlain part four in 2008 this song is mainly known for its placement on nicki minajs 2009 mixtape beam me up,44,49,positive,nlp_regex_ner,1,182,2,1,0
481,52755,3,gucci,yeah ah ah ah gucci ah i got a shopping problem she got a shopping problem im a compulsive shopper so imma cop her prada,225,230,negative,nlp_regex_ner,1,120,1,0,1
482,52755,3,gucci,yeah they hating baby they wanna trade places i call her sexy lady she call me gucci baby she got a fendi fetish she got a shopping problem that girls a shopaholic she only mess with ballers she got a gucci fetish she got a louis problem she got a shopping problem that girls a shopaholic she got a fendi fetish she got a shopping problem that girls a shopaholic she only mess with ballers she got a gucci fetish she got a louis problem she got a shopping problem that girls a shopaholic,794,799,negative,nlp_regex_ner,3,487,1,0,1
483,52755,4,prada,yeah ah ah ah gucci ah i got a shopping problem she got a shopping problem im a compulsive shopper so imma cop her prada,326,331,negative,nlp_regex_ner,1,120,1,0,1
484,52755,13,fendi,yeah they hating baby they wanna trade places i call her sexy lady she call me gucci baby she got a fendi fetish she got a shopping problem that girls a shopaholic she only mess with ballers she got a gucci fetish she got a louis problem she got a shopping problem that girls a shopaholic she got a fendi fetish she got a shopping problem that girls a shopaholic she only mess with ballers she got a gucci fetish she got a louis problem she got a shopping problem that girls a shopaholic,815,820,negative,nlp_regex_ner,2,487,1,0,1
485,52768,3,gucci,produced by drumma boy intro gucci mane oj da juiceman waka flocka flame dirty birds in this motherfucker its gucci ayy,29,34,negative,nlp_regex_ner,2,119,1,0,1
486,52768,3,gucci,boy matter of fact its big gucci in this motherfucker ayy,152,157,negative,nlp_regex_ner,1,57,1,0,1
487,52768,3,gucci,boy cah money brick squad linked up 1017 music group brick squad hittin the streets make some moves get my paper this is what i do blow kush smoke on my haters this is what i do fuck with the real fuck you fakers this is what i do about my money fuck you pay me this is what i do this is what i do this is what i do this is what i do this is what i do this is what i do this is what i do this is what i do this is what i do its big gucci mob moves you wise fools you cant mute me my whole life on protools first the appeal then salute me or shoot me i stand on my word im like luke in the nineties cocaine crazy nineteeneighty baby twotwelve they birthed me youll find me in miami east atlanta with me always to the grammys this time big bucks no whammies my trunk slammin my track jammin,648,653,negative,nlp_regex_ner,1,788,1,0,1
488,52974,36,guess,yeah badder than billy jean guess that is why i get more head than an a guillotine,342,347,negative,nlp_regex_ner,1,82,1,0,1
489,52974,62,timberland,and im lookin for gilligan where my timberland,662,672,negative,nlp_regex_ner,1,46,1,0,1
490,53134,3,gucci,wakas voice sounds weathered but guccis verse is typical gucci clever comic allaround great guy she dont want liquor she just want wine she just my kind long hair fat behind they say were intertwined we belong together in the club throwing money up changing weather gs on my sweater all i get is cheddar money gogetters waka flocka and 2 timez gucci sup i said to the haitians waddup luchi free my nigga zoe 40k for a show practice what i preach shawty mane thats all i know triple cup styrofoams got me walking slow im smoking on reefer me gucci and wiz khalifa smoking on reefer make a bitch out and leave her comment trough a speaker grind in my 2seater cause i got a fleeta send em work like it aint a leaka,57,62,negative,nlp_regex_ner,3,711,1,0,1
491,53191,3,gucci,oh its holiday season nigga its the crazy mane with the crazy chains got these bitches at the telly doing crazy thangs what you bitches know about the gucci mane holiday season its cinderfella dana,151,156,negative,nlp_regex_ner,1,197,1,0,1
492,53191,3,gucci,dane call me gucci mane,211,216,positive,nlp_regex_ner,1,23,1,1,0
